content_id,nudity_level,violence_level,profanity_level,alcohol_level,frightening_level
612,No Rate,No Rate,No Rate,No Rate,No Rate
613,Mild,Severe,Severe,Moderate,Moderate
614,None,Mild,Moderate,None,Severe
615,No Rate,No Rate,No Rate,No Rate,No Rate
616,Mild,Mild,Moderate,Severe,Mild
617,Moderate,Mild,Severe,Mild,None
618,Mild,Moderate,Mild,Mild,Moderate
619,Moderate,Severe,Severe,Mild,Severe
620,Moderate,Mild,Severe,Severe,None
621,None,Severe,Moderate,Mild,Severe
622,Moderate,Moderate,Moderate,Mild,Mild
623,None,Severe,Moderate,Mild,Severe
624,No Rate,No Rate,No Rate,No Rate,No Rate
625,Moderate,Severe,Mild,None,Severe
626,Mild,Mild,Severe,Severe,None
627,Mild,Severe,Moderate,Mild,Moderate
628,None,Severe,Severe,Moderate,Moderate
629,None,Moderate,Mild,Mild,Moderate
630,Mild,None,Mild,Mild,None
631,Moderate,Moderate,None,Mild,Moderate
632,Moderate,Moderate,Moderate,Moderate,Moderate
633,Moderate,Mild,Severe,Moderate,Mild
634,Mild,Moderate,Moderate,Mild,Mild
635,None,Mild,None,None,Mild
636,Moderate,Mild,Mild,Mild,Mild
637,Mild,Moderate,Mild,Mild,Moderate
638,Mild,Severe,Moderate,Mild,Severe
639,None,Mild,Mild,Mild,Moderate
640,Mild,Moderate,Moderate,Moderate,Moderate
641,No Rate,No Rate,No Rate,No Rate,No Rate
642,Mild,Moderate,Mild,Mild,Moderate
643,Mild,Mild,Mild,Mild,Mild
644,Mild,Moderate,Mild,Moderate,Moderate
645,None,Mild,Mild,Mild,Mild
646,Mild,None,Mild,Mild,None
647,Moderate,Moderate,Mild,Mild,Mild
648,Mild,Moderate,Mild,Moderate,Moderate
649,Severe,Severe,Moderate,Moderate,Severe
650,None,Moderate,Mild,Mild,Moderate
651,Mild,Severe,Severe,Mild,Moderate
652,No Rate,No Rate,No Rate,No Rate,No Rate
653,No Rate,No Rate,No Rate,No Rate,No Rate
654,Mild,None,Moderate,Moderate,None
655,Mild,Mild,Mild,Severe,Mild
656,Mild,Severe,Moderate,Moderate,Severe
657,No Rate,No Rate,No Rate,No Rate,No Rate
658,Moderate,Mild,Severe,Severe,None
659,None,Moderate,Mild,None,Moderate
660,Mild,Moderate,Moderate,Mild,Moderate
661,Mild,Moderate,Moderate,Severe,Mild
662,None,Mild,Mild,None,Mild
663,No Rate,No Rate,No Rate,No Rate,No Rate
664,Mild,Moderate,Mild,Mild,Moderate
665,Mild,Mild,Mild,Mild,Moderate
666,Mild,Moderate,Mild,Mild,No Rate
667,Mild,Moderate,Moderate,Mild,Moderate
668,None,None,None,Mild,None
669,Mild,Severe,Moderate,Mild,Severe
670,Mild,Mild,Mild,Mild,None
671,Mild,Mild,Moderate,Mild,Mild
672,Moderate,Moderate,Moderate,Moderate,Moderate
673,None,Severe,Severe,Mild,Severe
674,None,Moderate,Mild,Mild,Moderate
675,Mild,Moderate,Mild,Mild,Moderate
676,None,Mild,Mild,None,Mild
677,Moderate,Severe,Moderate,Mild,Severe
678,Severe,Severe,Severe,Mild,Severe
679,Mild,Moderate,Moderate,Mild,Moderate
680,Severe,Severe,Severe,Moderate,Severe
681,Mild,None,Mild,Mild,None
682,No Rate,No Rate,No Rate,No Rate,No Rate
683,None,Severe,Moderate,Mild,Severe
684,Mild,Severe,Severe,Moderate,Severe
685,Mild,Mild,Mild,Mild,Mild
686,None,Mild,Severe,Mild,Moderate
687,None,None,None,None,None
688,Severe,Moderate,Severe,Severe,Moderate
689,Moderate,Severe,Severe,Moderate,Moderate
690,Mild,Severe,Severe,Mild,Moderate
691,Moderate,Severe,Moderate,Mild,Moderate
692,Mild,Severe,Severe,Mild,Severe
693,Mild,Moderate,Severe,Mild,Mild
694,Moderate,Severe,Moderate,Moderate,Moderate
695,None,Moderate,Moderate,None,Moderate
696,Mild,Moderate,None,Mild,Moderate
697,No Rate,No Rate,No Rate,No Rate,No Rate
698,Mild,None,None,Mild,Mild
699,Mild,Mild,Mild,Mild,Mild
700,None,None,None,Mild,None
701,None,Severe,Moderate,Mild,Moderate
702,Severe,Severe,Severe,Severe,Severe
703,None,Mild,Mild,Mild,Mild
704,Mild,Mild,Mild,Moderate,Mild
705,No Rate,No Rate,No Rate,No Rate,No Rate
706,No Rate,No Rate,No Rate,No Rate,No Rate
707,Severe,Severe,Severe,Severe,Severe
708,Mild,Severe,Moderate,Mild,Severe
709,Moderate,Severe,Mild,Mild,Severe
710,Moderate,Severe,Moderate,Mild,Moderate
711,None,Moderate,Mild,Mild,Severe
712,Moderate,Mild,Severe,Moderate,Mild
713,Mild,None,Moderate,None,Mild
714,Mild,Moderate,Mild,Moderate,Moderate
715,Moderate,Moderate,Mild,Mild,Moderate
716,Mild,Moderate,Mild,Mild,Moderate
717,None,Moderate,Mild,Mild,Moderate
718,Mild,Severe,Severe,Moderate,Moderate
719,Mild,Moderate,Mild,Mild,Moderate
720,Moderate,None,Moderate,Moderate,Mild
721,Mild,Mild,Moderate,Mild,Mild
722,Mild,Severe,Mild,Mild,Moderate
723,Mild,Severe,Severe,Severe,Severe
724,Severe,Severe,Severe,Severe,Moderate
725,No Rate,No Rate,No Rate,No Rate,No Rate
726,Mild,Severe,Moderate,Mild,Severe
727,Moderate,None,Severe,Mild,Mild
728,Mild,Severe,Moderate,Mild,Severe
729,Severe,Moderate,Severe,Severe,Moderate
730,Mild,Moderate,Mild,Mild,Moderate
731,Mild,Moderate,Mild,Mild,Mild
732,Mild,None,Mild,Mild,None
733,Moderate,No Rate,Moderate,Mild,Mild
734,Moderate,No Rate,Moderate,Moderate,No Rate
735,Mild,Moderate,Mild,Mild,Mild
736,None,Mild,Mild,None,Mild
737,Moderate,Mild,Severe,Severe,Mild
738,Mild,Mild,Mild,Mild,Mild
739,Moderate,Moderate,Moderate,Mild,Severe
740,Moderate,Severe,Moderate,Moderate,Moderate
741,Mild,Moderate,Mild,Mild,Moderate
742,Moderate,Severe,Moderate,Mild,Severe
743,None,Mild,None,Mild,Moderate
744,Mild,Mild,Moderate,Mild,Moderate
745,Severe,Mild,Severe,Severe,Mild
746,Mild,Mild,Mild,Mild,None
747,No Rate,No Rate,No Rate,No Rate,No Rate
748,Mild,Moderate,Mild,Mild,Severe
749,Mild,Moderate,Mild,Mild,Moderate
750,Mild,Moderate,Mild,None,Moderate
751,Moderate,Severe,Moderate,Moderate,Severe
752,Moderate,Severe,Mild,Mild,Moderate
753,None,None,No Rate,Mild,None
754,Mild,Mild,Moderate,None,Moderate
755,Moderate,Severe,Severe,Moderate,Severe
756,No Rate,No Rate,No Rate,No Rate,No Rate
757,None,Severe,Severe,Mild,Severe
758,No Rate,No Rate,No Rate,No Rate,No Rate
759,Mild,Severe,Severe,Mild,Moderate
760,Mild,Moderate,Mild,Mild,Moderate
761,Mild,Moderate,Mild,Mild,Moderate
762,None,Moderate,Severe,Mild,Moderate
763,Mild,Mild,Mild,Mild,None
764,Moderate,Mild,Moderate,Moderate,Mild
765,None,Mild,Mild,Mild,Moderate
766,Severe,Severe,Moderate,Moderate,Severe
767,Mild,Severe,Severe,Moderate,Moderate
768,None,Mild,None,Mild,Mild
769,Moderate,Severe,Severe,Severe,Severe
770,Severe,Severe,Severe,Severe,Severe
771,Mild,Mild,Moderate,Mild,None
772,Mild,Moderate,Mild,Moderate,Mild
773,Moderate,Moderate,Mild,Mild,Moderate
774,Mild,Moderate,Moderate,Mild,Moderate
775,Mild,Moderate,Moderate,Mild,Moderate
776,None,Mild,Mild,Mild,Moderate
777,No Rate,No Rate,No Rate,No Rate,No Rate
778,Severe,Moderate,Severe,Moderate,Moderate
779,Mild,Severe,Severe,Mild,Severe
780,Mild,Severe,None,Mild,Moderate
781,Severe,Severe,Severe,Moderate,Severe
782,Mild,Mild,Mild,None,None
783,Moderate,None,Mild,Moderate,None
784,Moderate,Moderate,Moderate,Moderate,Moderate
785,Moderate,Severe,Moderate,Mild,Moderate
786,None,None,Mild,Mild,No Rate
787,Severe,Severe,Severe,Severe,Severe
788,Severe,Severe,Severe,Moderate,Moderate
789,None,Mild,Mild,None,Moderate
790,Mild,Mild,Severe,Mild,None
791,Mild,Severe,Severe,Mild,Severe
792,Mild,Mild,Severe,Mild,Mild
793,Mild,Severe,Severe,Mild,Moderate
794,Mild,Moderate,None,None,Moderate
795,No Rate,No Rate,No Rate,No Rate,No Rate
796,Mild,Severe,Mild,Mild,Severe
797,Mild,Severe,Moderate,Mild,Severe
798,Moderate,Severe,Moderate,Moderate,Severe
799,Mild,Mild,Mild,None,Moderate
800,None,None,None,None,None
801,Moderate,Moderate,Moderate,Mild,Moderate
802,Mild,None,Mild,Mild,Mild
803,Mild,Moderate,Mild,Mild,Moderate
804,Mild,Moderate,Mild,Mild,Moderate
805,Mild,Severe,Severe,Moderate,Severe
806,None,Mild,Moderate,Mild,Moderate
807,No Rate,No Rate,No Rate,No Rate,No Rate
808,Mild,Mild,Severe,Severe,None
809,Mild,None,Moderate,Moderate,None
810,Severe,Moderate,Moderate,Mild,Moderate
811,Mild,Moderate,Mild,Mild,No Rate
812,Mild,Mild,Moderate,Mild,Mild
813,Moderate,Severe,Mild,Mild,Severe
814,No Rate,No Rate,No Rate,No Rate,No Rate
815,Moderate,Moderate,Severe,Severe,Moderate
816,Mild,Moderate,Moderate,Mild,Mild
817,None,Moderate,None,Mild,Moderate
818,Moderate,Severe,Severe,Mild,Moderate
819,Severe,Moderate,Severe,Moderate,Moderate
820,No Rate,No Rate,No Rate,No Rate,No Rate
821,No Rate,No Rate,No Rate,No Rate,No Rate
822,None,Mild,None,Mild,Mild
823,Moderate,Severe,Severe,Moderate,Severe
824,None,None,None,None,None
825,Mild,Moderate,Mild,Mild,Severe
826,None,Moderate,Mild,Mild,Mild
827,Moderate,None,No Rate,No Rate,None
828,Mild,None,Mild,Mild,None
829,None,Moderate,Severe,Mild,Moderate
830,None,Moderate,Moderate,Mild,Moderate
831,None,Moderate,Mild,Mild,Moderate
832,Mild,Moderate,Mild,Mild,Moderate
833,Severe,Severe,Severe,Moderate,Severe
834,No Rate,No Rate,No Rate,No Rate,No Rate
835,No Rate,No Rate,No Rate,No Rate,No Rate
836,Mild,Mild,Mild,Mild,None
837,Mild,Moderate,Moderate,Mild,Severe
838,Severe,None,Moderate,Moderate,None
839,Moderate,Severe,Mild,Mild,Severe
840,None,None,None,Mild,Mild
841,No Rate,No Rate,No Rate,No Rate,No Rate
842,Mild,Severe,Severe,Moderate,Moderate
843,Moderate,Moderate,Moderate,Mild,Moderate
844,Mild,Moderate,Mild,Moderate,Mild
845,None,Moderate,Mild,Mild,Mild
846,No Rate,No Rate,No Rate,No Rate,No Rate
847,Mild,Moderate,Mild,Moderate,Moderate
848,Mild,Moderate,Mild,Mild,Moderate
849,Mild,Mild,Mild,Mild,Mild
850,Mild,Mild,Mild,Mild,Mild
851,Moderate,Severe,Mild,Mild,Severe
852,Mild,None,Mild,Mild,None
853,None,Severe,Mild,None,Moderate
854,Severe,Severe,Moderate,Moderate,Moderate
855,None,Moderate,Moderate,None,Moderate
856,None,None,Mild,None,Mild
857,None,Moderate,Mild,None,Severe
858,Mild,Mild,Mild,None,Mild
859,Severe,Severe,Severe,Severe,Moderate
860,None,Moderate,Moderate,Moderate,Moderate
861,Mild,Mild,Mild,Mild,None
862,No Rate,No Rate,No Rate,No Rate,No Rate
863,Mild,Severe,Severe,Mild,Moderate
864,None,Severe,Severe,Moderate,Moderate
865,Moderate,Mild,Severe,Mild,None
866,Mild,Moderate,No Rate,Moderate,No Rate
867,None,Mild,Mild,None,Moderate
868,Mild,Moderate,Moderate,Mild,Moderate
869,None,Moderate,Moderate,Mild,Severe
870,Moderate,Moderate,Mild,Mild,Moderate
871,None,Moderate,Mild,Mild,Mild
872,Severe,Mild,Moderate,Mild,Mild
873,Mild,Mild,Mild,None,Mild
874,Mild,Moderate,Mild,Mild,Mild
875,Moderate,Severe,Severe,Moderate,Severe
876,No Rate,No Rate,No Rate,No Rate,No Rate
877,No Rate,No Rate,No Rate,No Rate,No Rate
878,Mild,None,Mild,Mild,None
879,Moderate,Severe,Moderate,Moderate,Moderate
880,None,Moderate,Severe,Mild,Moderate
881,Mild,Mild,Mild,Mild,Mild
882,Moderate,None,Mild,Mild,None
883,None,Moderate,Mild,None,Moderate
884,Mild,Severe,Severe,Mild,Severe
885,None,None,None,None,Mild
886,Mild,Moderate,Mild,Mild,Moderate
887,Moderate,Mild,Severe,Moderate,None
888,None,Moderate,Mild,Mild,Moderate
889,None,Moderate,None,None,Mild
890,None,None,Mild,None,Mild
891,Mild,Mild,Mild,Moderate,Moderate
892,Moderate,Mild,Moderate,Mild,Mild
893,Severe,Severe,Severe,Severe,Severe
894,None,Mild,Mild,None,Mild
895,Moderate,Severe,Moderate,Moderate,Severe
896,None,Moderate,None,Mild,Moderate
897,Mild,Mild,Mild,None,Moderate
898,Mild,Moderate,Mild,Mild,Mild
899,None,None,Mild,None,None
900,Mild,Moderate,Mild,Mild,Moderate
901,None,Moderate,None,None,Moderate
902,Mild,Moderate,Mild,Mild,Severe
903,Moderate,No Rate,No Rate,No Rate,No Rate
904,Moderate,Moderate,Mild,Moderate,Mild
905,Moderate,Severe,Mild,None,Severe
906,None,Mild,Mild,Mild,Mild
907,Moderate,Moderate,Moderate,Mild,Moderate
908,Mild,Moderate,Moderate,Mild,Moderate
909,Mild,Moderate,Mild,Mild,Moderate
910,None,None,None,None,Mild
911,Severe,Severe,Severe,Severe,Moderate
912,Severe,Moderate,Moderate,Moderate,Moderate
913,None,Moderate,None,Mild,Severe
914,No Rate,No Rate,No Rate,No Rate,No Rate
915,Severe,Moderate,Moderate,Moderate,Moderate
916,Moderate,Severe,Severe,Severe,Severe
917,No Rate,No Rate,No Rate,No Rate,No Rate
918,Mild,Moderate,Mild,Mild,Moderate
919,Moderate,Severe,Mild,Moderate,Moderate
920,Mild,Severe,Moderate,Mild,Severe
921,None,Mild,Mild,Mild,Moderate
922,None,Moderate,Mild,Mild,Moderate
923,Moderate,None,Moderate,Mild,No Rate
924,None,Mild,None,Mild,Mild
925,Moderate,Severe,Severe,Mild,Moderate
926,Mild,Moderate,Severe,Mild,Moderate
927,Mild,Severe,Mild,Mild,Moderate
928,Moderate,Severe,Severe,Severe,Severe
929,None,Moderate,Mild,Mild,Moderate
930,Mild,Severe,Moderate,Mild,Moderate
931,Mild,Mild,Mild,Mild,None
932,Mild,Severe,Mild,Mild,Severe
933,Mild,Moderate,Mild,None,Mild
934,Severe,Mild,Moderate,Moderate,None
935,Mild,Moderate,Mild,Mild,Moderate
936,Severe,Severe,Severe,Moderate,Moderate
937,Mild,Moderate,Mild,Moderate,Mild
938,None,Moderate,Moderate,Mild,Moderate
939,Mild,Mild,Moderate,Mild,Mild
940,Mild,Moderate,Mild,Mild,Moderate
941,Mild,Mild,Moderate,Mild,Mild
942,Mild,Moderate,Mild,Mild,Mild
943,Moderate,Moderate,Moderate,Moderate,Moderate
944,Mild,Severe,Severe,Moderate,Severe
945,No Rate,No Rate,No Rate,No Rate,No Rate
946,None,Mild,Mild,Mild,Moderate
947,Moderate,Severe,Severe,Moderate,Moderate
948,Severe,Moderate,Severe,Mild,Moderate
949,Mild,Moderate,None,None,Moderate
950,No Rate,No Rate,No Rate,No Rate,No Rate
951,No Rate,No Rate,No Rate,No Rate,No Rate
952,Severe,Severe,Severe,Mild,Severe
953,None,Severe,Moderate,Moderate,Severe
954,None,Moderate,Moderate,Mild,Severe
955,Moderate,Severe,Moderate,Mild,Severe
956,None,Severe,Moderate,Mild,Severe
957,None,Mild,None,None,Mild
958,Mild,Mild,Moderate,Moderate,Mild
959,Mild,Mild,Mild,Mild,None
960,Mild,Severe,Severe,Mild,Moderate
961,Severe,Moderate,Moderate,Mild,Severe
962,Mild,Moderate,Mild,Mild,Moderate
963,None,Moderate,Moderate,Mild,Mild
964,Mild,Moderate,Mild,Mild,Mild
965,Mild,Mild,Severe,Severe,None
966,Mild,Moderate,Severe,Mild,Mild
967,Severe,Severe,Severe,Moderate,Severe
968,None,Moderate,Mild,Mild,Moderate
969,Moderate,Mild,Mild,Mild,Mild
970,Moderate,Severe,Severe,Mild,Severe
971,None,Moderate,None,Mild,Moderate
972,Mild,Moderate,Mild,Mild,Moderate
973,Moderate,Mild,Moderate,Moderate,Mild
974,Severe,Severe,Severe,Moderate,Severe
975,Mild,Severe,Moderate,Mild,Severe
976,Mild,Moderate,Severe,Moderate,Moderate
977,Mild,Moderate,Mild,Mild,Moderate
978,Moderate,Moderate,Mild,Mild,Moderate
979,Moderate,None,Mild,Mild,None
980,Mild,Mild,Mild,Mild,Moderate
981,No Rate,No Rate,No Rate,No Rate,No Rate
982,No Rate,No Rate,No Rate,No Rate,No Rate
983,Moderate,Severe,Severe,Severe,Moderate
984,Mild,Moderate,Moderate,Mild,Moderate
985,Moderate,Severe,Severe,Severe,Moderate
986,Mild,Moderate,None,Mild,Moderate
987,Mild,Moderate,Mild,Mild,Moderate
988,None,Mild,None,Mild,Mild
989,Severe,Severe,Severe,Severe,Severe
990,Mild,Severe,Mild,Mild,Moderate
991,Mild,None,Moderate,Mild,None
992,None,Moderate,Mild,None,Moderate
993,Severe,Severe,Severe,Severe,Moderate
994,None,No Rate,Mild,No Rate,No Rate
995,Mild,Moderate,Severe,Mild,Severe
996,Mild,Severe,Moderate,Moderate,Severe
997,Mild,Severe,Mild,None,Severe
998,No Rate,No Rate,No Rate,No Rate,No Rate
999,Moderate,Moderate,Mild,Mild,Moderate
1000,Severe,Severe,Severe,Moderate,Moderate
1001,Moderate,Severe,Moderate,Mild,Severe
1002,None,Moderate,Mild,Mild,Moderate
1003,None,Mild,None,None,Moderate
1004,No Rate,Moderate,No Rate,No Rate,No Rate
1005,Mild,Moderate,Moderate,Mild,Mild
1006,None,Mild,Mild,Mild,Moderate
1007,No Rate,No Rate,No Rate,No Rate,No Rate
1008,None,Mild,None,None,Mild
1009,Moderate,Severe,Severe,Moderate,Moderate
1010,None,Severe,Mild,Mild,Severe
1011,Mild,None,Mild,Mild,None
1012,Mild,Moderate,Mild,Mild,Moderate
1013,Mild,Severe,Mild,None,Severe
1014,Moderate,Mild,Mild,Mild,Moderate
1015,None,None,Moderate,Mild,Mild
1016,Mild,Moderate,Moderate,Mild,Severe
1017,Severe,Moderate,Moderate,Mild,Moderate
1018,None,Moderate,Mild,Mild,Moderate
1019,Moderate,Mild,Severe,Moderate,Mild
1020,No Rate,No Rate,No Rate,No Rate,No Rate
1021,Severe,Severe,Severe,Mild,Moderate
1022,Severe,Moderate,Severe,Moderate,Moderate
1023,Severe,Moderate,Mild,Mild,Severe
1024,Mild,Severe,Moderate,Moderate,Severe
1025,No Rate,No Rate,No Rate,No Rate,No Rate
1026,Moderate,Moderate,Severe,Moderate,Severe
1027,None,Moderate,Mild,Mild,Moderate
1028,None,None,Mild,Mild,Mild
1029,Moderate,Severe,Moderate,Mild,Moderate
1030,No Rate,No Rate,No Rate,No Rate,No Rate
1031,Severe,Severe,Severe,Mild,Moderate
1032,Mild,Moderate,Mild,None,Severe
1033,None,Mild,Mild,Mild,Moderate
1034,No Rate,No Rate,No Rate,No Rate,No Rate
1035,No Rate,No Rate,No Rate,No Rate,No Rate
1036,Mild,Moderate,Mild,Mild,Moderate
1037,No Rate,No Rate,No Rate,No Rate,No Rate
1038,Severe,Severe,Moderate,Mild,Severe
1039,Mild,Moderate,Mild,Moderate,Moderate
1040,Mild,Moderate,Mild,Mild,Moderate
1041,No Rate,No Rate,No Rate,No Rate,No Rate
1042,Moderate,Severe,Moderate,Mild,Moderate
1043,No Rate,No Rate,No Rate,No Rate,No Rate
1044,Moderate,Moderate,Severe,No Rate,No Rate
1045,Moderate,Moderate,Mild,Moderate,Moderate
1046,Moderate,Severe,Mild,Mild,Severe
1047,Severe,Moderate,Severe,Severe,Severe
1048,Mild,Moderate,Mild,None,Moderate
1049,None,Severe,Moderate,Mild,Severe
1050,None,Moderate,Mild,Mild,Mild
1051,None,Severe,Moderate,Mild,Moderate
1052,None,Moderate,Moderate,Mild,Severe
1053,Mild,Mild,Mild,Mild,Mild
1054,None,None,None,Mild,None
1055,Mild,Mild,Moderate,Mild,Mild
1056,Moderate,Severe,Severe,Moderate,Severe
1057,No Rate,No Rate,Moderate,No Rate,No Rate
1058,No Rate,No Rate,No Rate,No Rate,No Rate
1059,Moderate,Mild,Moderate,Moderate,Mild
1060,No Rate,No Rate,No Rate,No Rate,No Rate
1061,Moderate,Moderate,Severe,Moderate,Mild
1062,Mild,Severe,Moderate,Mild,Moderate
1063,Mild,Moderate,Mild,Mild,Moderate
1064,Severe,Severe,Severe,Mild,Severe
1065,Moderate,Mild,Severe,Moderate,None
1066,Mild,Mild,Mild,Mild,Mild
1067,None,Mild,Moderate,Mild,Mild
1068,Moderate,Severe,Moderate,Mild,Severe
1069,Moderate,Severe,Severe,Moderate,Severe
1070,Mild,Mild,Severe,Mild,None
1071,Mild,Moderate,Severe,Mild,Moderate
1072,None,Mild,None,None,Mild
1073,Moderate,Severe,Severe,Moderate,Mild
1074,None,Mild,None,None,Moderate
1075,Mild,None,Mild,Moderate,None
1076,Mild,Moderate,Moderate,Moderate,Moderate
1077,Mild,Moderate,Moderate,Mild,Moderate
1078,Moderate,Severe,Severe,Mild,Moderate
1079,Mild,Mild,Mild,Moderate,Moderate
1080,Mild,Severe,Moderate,Mild,Moderate
1081,None,Mild,Mild,Mild,Mild
1082,Moderate,Mild,Moderate,Mild,Mild
1083,Mild,Mild,Moderate,Mild,None
1084,None,Severe,Moderate,Mild,Severe
1085,None,None,Mild,None,None
1086,Mild,Mild,None,Mild,Mild
1087,Moderate,Moderate,Moderate,Mild,Mild
1088,Mild,Moderate,Mild,Mild,Moderate
1089,Moderate,Moderate,Moderate,Mild,Mild
1090,Moderate,Severe,Moderate,Mild,Moderate
1091,None,Moderate,Mild,No Rate,No Rate
1092,Mild,Severe,Mild,Mild,Severe
1093,Mild,Severe,Mild,Mild,Moderate
1094,Mild,Mild,Mild,Mild,Mild
1095,Mild,Moderate,Mild,Mild,Mild
1096,No Rate,No Rate,No Rate,No Rate,No Rate
1097,Mild,Severe,Severe,Mild,Severe
1098,Moderate,None,Moderate,Mild,Moderate
1099,Moderate,Mild,Mild,Mild,Moderate
1100,Mild,None,Mild,Mild,Mild
1101,None,None,Moderate,Mild,None
1102,None,Mild,None,Mild,Mild
1103,Mild,Moderate,Mild,Mild,Moderate
1104,Moderate,Moderate,Moderate,Moderate,Moderate
1105,None,Moderate,Mild,None,Moderate
1106,None,Mild,Mild,Mild,Mild
1107,No Rate,No Rate,No Rate,No Rate,No Rate
1108,Severe,Severe,Severe,Moderate,Severe
1109,Moderate,Mild,Mild,Mild,None
1110,Moderate,Severe,Moderate,Mild,Severe
1111,Mild,Mild,Severe,Moderate,Mild
1112,Mild,Mild,Mild,Mild,None
1113,Severe,Mild,Severe,Moderate,Mild
1114,None,Moderate,Mild,Mild,Moderate
1115,Mild,Moderate,Mild,Mild,Mild
1116,Moderate,Moderate,Severe,Moderate,Moderate
1117,Moderate,Mild,Severe,Mild,None
1118,Severe,Severe,Severe,Moderate,Moderate
1119,Mild,Moderate,None,Mild,Mild
1120,Mild,Moderate,Mild,Mild,Moderate
1121,Moderate,Mild,Severe,Severe,Moderate
1122,None,Severe,Moderate,Mild,Moderate
1123,Mild,Severe,Severe,Moderate,Severe
1124,None,Moderate,Moderate,Mild,Moderate
1125,None,Moderate,Mild,Mild,Mild
1126,Moderate,Severe,Moderate,Severe,Severe
1127,Severe,Mild,Moderate,Moderate,Mild
1128,Moderate,Moderate,Mild,Mild,Moderate
1129,Severe,Severe,Severe,Moderate,Severe
1130,None,Mild,None,None,Mild
1131,Mild,None,Mild,Mild,None
1132,None,Mild,Mild,Mild,Mild
1133,Severe,Moderate,Moderate,Mild,Mild
1134,Moderate,Mild,Severe,Severe,None
1135,Moderate,Moderate,Mild,Mild,Moderate
1136,None,None,Mild,Mild,Mild
1137,Mild,Mild,Mild,Mild,Mild
1138,None,Mild,None,None,Mild
1139,No Rate,No Rate,No Rate,No Rate,No Rate
1140,Mild,None,Moderate,Moderate,None
1141,None,Moderate,Mild,Mild,Moderate
1142,Mild,Moderate,Mild,Moderate,Moderate
1143,Mild,Moderate,Mild,Mild,Moderate
1144,None,Severe,Mild,Mild,Moderate
1145,None,Mild,Severe,Moderate,None
1146,Severe,Moderate,Severe,Severe,Mild
1147,Moderate,Severe,Moderate,Mild,Severe
1148,Moderate,Mild,Moderate,Mild,Moderate
1149,None,Moderate,Moderate,None,Moderate
1150,Mild,Moderate,None,None,Mild
1151,Severe,Severe,Severe,Severe,Moderate
1152,Moderate,Moderate,Moderate,Mild,Mild
1153,Mild,Moderate,Moderate,Mild,Moderate
1154,Mild,Moderate,None,None,Moderate
1155,Mild,Moderate,Severe,Moderate,Moderate
1156,Mild,Mild,Mild,Mild,Mild
1157,No Rate,No Rate,No Rate,No Rate,No Rate
1158,Mild,None,Mild,Mild,None
1159,Moderate,None,Mild,Moderate,None
1160,Mild,Mild,Mild,Mild,Mild
1161,Mild,Severe,Severe,Moderate,Severe
1162,Mild,Severe,Severe,Moderate,Severe
1163,Moderate,Mild,None,Mild,Mild
